  #	InLen(bits)	 ~bits	           ~bits
  1	       8	     253	
  2	       8	     254	
  3	       8	     255	
  4	       8	     253	
  5	       8	     257	
  6	       8	     259	
  7	       8	     243	
  8	       8	     254	
  9	       8	     260	
 10	       8	     249	
 11	       8	     251	
 12	       8	     261	
 13	       8	     240	
 14	       8	     231	
 15	       8	     259	
 16	       8	     243	
 17	       8	     254	
 18	       8	     241	
 19	       8	     246	
 20	       8	     259	
 21	       8	     258	
 22	       8	     267	
 23	       8	     252	
 24	       8	     225	
 25	       8	     266	
 26	       8	     239	
 27	       8	     240	
 28	       8	     244	
 29	       8	     257	
 30	       8	     254	
 31	       8	     249	
 32	       8	     273	
 33	       8	     222	
 34	       8	     276	
 35	       8	     264	
 36	       8	     246	
 37	       8	     255	
 38	       8	     266	
 39	       8	     266	
 40	       8	     234	
 41	       8	     254	
 42	       8	     263	
 43	       8	     274	
 44	       8	     251	
 45	       8	     270	
 46	       8	     260	
 47	       8	     265	
 48	       8	     272	
 49	       8	     258	
 50	       8	     256	
 51	       8	     251	
 52	       8	     247	
 53	       8	     267	
 54	       8	     248	
 55	       8	     282	
 56	       8	     260	
 57	      12	     244	
 58	      12	     259	
 59	      12	     285	
 60	      12	     260	
 61	      12	     275	
 62	      12	     255	
 63	      12	     277	
 64	      12	     249	
 65	      12	     239	
 66	      12	     264	
 67	      12	     234	
 68	      12	     248	
 69	      12	     267	
 70	      12	     274	
 71	      12	     276	
 72	      12	     232	
 73	      12	     262	
 74	      12	     257	
 75	      12	     266	
 76	      12	     274	
 77	      12	     274	
 78	      12	     268	
 79	      12	     248	
 80	      12	     268	
 81	      12	     264	
 82	      12	     253	
 83	      12	     275	
 84	      12	     263	
 85	      12	     246	
 86	      12	     260	
 87	      12	     257	
 88	      12	     246	
 89	      12	     234	
 90	      12	     241	
 91	      12	     252	
 92	      12	     255	
 93	      12	     255	
 94	      12	     254	
 95	      12	     262	
 96	      12	     262	
 97	      12	     243	
 98	      12	     248	
 99	      12	     256	
100	      12	     262	
101	      12	     264	
102	      12	     278	
103	      12	     268	
104	      12	     267	
105	      12	     267	
106	      12	     263	
107	      12	     243	
108	      12	     255	
109	      12	     246	
110	      12	     259	
111	      12	     239	
112	      12	     283	
113	      12	     272	
114	      12	     245	
115	      12	     268	
116	      12	     259	
117	      12	     267	
118	      12	     255	
119	      12	     258	
120	      12	     252	
121	      12	     260	
122	      12	     269	
123	      12	     282	
124	      12	     266	
125	      12	     260	
126	      12	     243	
127	      12	     257	
128	      12	     261	
129	      12	     257	
130	      12	     246	
131	      12	     268	
132	      12	     252	
133	      12	     264	
134	      12	     254	
135	      12	     238	
136	      12	     263	
137	      12	     264	
138	      12	     251	
139	      12	     248	
140	      12	     258	
141	      16	     244	
142	      16	     255	
143	      16	     254	
144	      16	     227	
145	      16	     272	
146	      16	     257	
147	      16	     243	
148	      16	     251	
149	      16	     258	
150	      16	     256	
151	      16	     253	
152	      16	     277	
153	      16	     244	
154	      16	     260	
155	      16	     265	
156	      16	     241	
157	      16	     259	
158	      16	     252	
159	      16	     249	
160	      16	     255	
161	      16	     281	
162	      16	     252	
163	      16	     261	
164	      16	     253	
165	      16	     258	
166	      16	     280	
167	      16	     265	
168	      16	     246	
169	      16	     274	
170	      16	     256	
171	      16	     261	
172	      16	     239	
173	      16	     244	
174	      16	     240	
175	      16	     250	
176	      16	     268	
177	      16	     268	
178	      16	     254	
179	      16	     254	
180	      16	     280	
181	      16	     241	
182	      16	     265	
183	      16	     227	
184	      16	     265	
185	      16	     257	
186	      16	     246	
187	      16	     264	
188	      16	     272	
189	      16	     240	
190	      16	     255	
191	      16	     261	
192	      16	     252	
193	      16	     243	
194	      16	     234	
195	      16	     267	
196	      16	     240	
197	      16	     248	
198	      16	     235	
199	      16	     269	
200	      16	     260	
201	      16	     283	
202	      16	     251	
203	      16	     262	
204	      16	     263	
205	      16	     252	
206	      16	     265	
207	      16	     233	
208	      16	     273	
209	      16	     252	
210	      16	     246	
211	      16	     256	
212	      16	     233	
213	      16	     261	
214	      16	     275	
215	      16	     254	
216	      16	     255	
217	      16	     277	
218	      16	     241	
219	      16	     238	
220	      16	     254	
221	      16	     260	
222	      16	     243	
223	      16	     244	
224	      16	     253	
225	      16	     270	
226	      16	     232	
227	      16	     253	
228	      16	     252	
229	      16	     263	
230	      16	     245	
231	      16	     252	
232	      16	     266	
233	      16	     249	
234	      16	     268	
235	      16	     263	
236	      16	     267	
237	      16	     248	
238	      16	     246	
239	      16	     273	
240	      20	     249	
241	      20	     267	
242	      20	     250	
243	      20	     270	
244	      20	     253	
245	      20	     264	
246	      20	     258	
247	      20	     282	
248	      20	     264	
249	      20	     261	
250	      20	     264	
251	      20	     256	
252	      20	     252	
253	      20	     276	
254	      20	     240	
255	      20	     246	
256	      20	     231	
257	      20	     244	
258	      20	     254	
259	      20	     239	
260	      20	     261	
261	      20	     244	
262	      20	     269	
263	      20	     269	
264	      20	     243	
265	      20	     269	
266	      20	     289	
267	      20	     265	
268	      20	     255	
269	      20	     266	
270	      20	     256	
271	      20	     262	
272	      20	     244	
273	      20	     269	
274	      20	     239	
275	      20	     240	
276	      20	     251	
277	      20	     237	
278	      20	     252	
279	      20	     265	
280	      20	     259	
281	      20	     251	
282	      20	     247	
283	      20	     292	
284	      20	     252	
285	      20	     249	
286	      20	     268	
287	      20	     275	
288	      20	     250	
289	      20	     251	
290	      20	     245	
291	      20	     255	
292	      20	     244	
293	      20	     248	
294	      20	     257	
295	      20	     288	
296	      20	     255	
297	      20	     256	
298	      20	     260	
299	      20	     257	
300	      20	     258	
301	      20	     252	
302	      20	     243	
303	      20	     246	
304	      20	     254	
305	      20	     264	
306	      20	     268	
307	      20	     250	
308	      20	     258	
309	      20	     281	
310	      20	     261	
311	      20	     264	
312	      20	     275	
313	      20	     265	
314	      20	     247	
315	      20	     250	
316	      20	     261	
317	      20	     255	
318	      20	     257	
319	      20	     234	
320	      20	     255	
321	      20	     256	
322	      20	     261	
323	      20	     264	
324	      20	     254	
325	      20	     266	
326	      20	     261	
327	      20	     258	
328	      20	     241	
329	      20	     254	
330	      20	     270	
331	      20	     259	
332	      20	     272	
333	      20	     255	
334	      20	     279	
335	      20	     250	
336	      20	     243	
337	      20	     268	
338	      20	     227	
339	      24	     231	
340	      24	     255	
341	      24	     264	
342	      24	     259	
343	      24	     259	
344	      24	     244	
345	      24	     258	
346	      24	     250	
347	      24	     263	
348	      24	     249	
349	      24	     265	
350	      24	     269	
351	      24	     248	
352	      24	     248	
353	      24	     245	
354	      24	     251	
355	      24	     257	
356	      24	     254	
357	      24	     245	
358	      24	     257	
359	      24	     252	
360	      24	     257	
361	      24	     242	
362	      24	     257	
363	      24	     261	
364	      24	     244	
365	      24	     251	
366	      24	     262	
367	      24	     267	
368	      24	     248	
369	      24	     268	
370	      24	     249	
371	      24	     250	
372	      24	     270	
373	      24	     238	
374	      24	     263	
375	      24	     264	
376	      24	     281	
377	      24	     233	
378	      24	     255	
379	      24	     258	
380	      24	     270	
381	      24	     264	
382	      24	     263	
383	      24	     236	
384	      24	     248	
385	      24	     251	
386	      24	     260	
387	      24	     273	
388	      24	     268	
389	      24	     269	
390	      24	     255	
391	      24	     258	
392	      24	     258	
393	      24	     254	
394	      24	     243	
395	      24	     243	
396	      24	     244	
397	      24	     251	
398	      24	     251	
399	      24	     245	
400	      24	     244	
401	      24	     250	
402	      24	     262	
403	      24	     267	
404	      24	     251	
405	      24	     261	
406	      24	     277	
407	      24	     248	
408	      24	     268	
409	      24	     251	
410	      24	     255	
411	      24	     258	
412	      24	     273	
413	      24	     238	
414	      24	     253	
415	      24	     252	
416	      24	     258	
417	      24	     255	
418	      24	     249	
419	      24	     251	
420	      24	     263	
421	      24	     237	
422	      24	     250	
423	      24	     266	
424	      24	     241	
425	      24	     249	
426	      24	     259	
427	      24	     261	
428	      24	     271	
429	      24	     266	
430	      24	     264	
431	      24	     286	
432	      24	     271	
433	      24	     262	
434	      24	     266	
435	      24	     254	
436	      24	     266	
437	      24	     247	
438	      28	     271	
439	      28	     265	
440	      28	     240	
441	      28	     232	
442	      28	     248	
443	      28	     268	
444	      28	     232	
445	      28	     258	
446	      28	     252	
447	      28	     275	
448	      28	     253	
449	      28	     249	
450	      28	     279	
451	      28	     268	
452	      28	     266	
453	      28	     246	
454	      28	     289	
455	      28	     250	
456	      28	     246	
457	      28	     277	
458	      28	     245	
459	      28	     253	
460	      28	     248	
461	      28	     256	
462	      28	     248	
463	      28	     249	
464	      28	     245	
465	      28	     270	
466	      28	     263	
467	      28	     271	
468	      28	     235	
469	      28	     262	
470	      28	     246	
471	      28	     261	
472	      28	     270	
473	      28	     263	
474	      28	     243	
475	      28	     246	
476	      28	     250	
477	      28	     256	
478	      28	     252	
479	      28	     262	
480	      28	     266	
481	      28	     251	
482	      28	     249	
483	      28	     265	
484	      28	     292	
485	      28	     256	
486	      28	     270	
487	      28	     237	
488	      28	     264	
489	      28	     245	
490	      28	     266	
491	      28	     254	
492	      28	     250	
493	      28	     267	
494	      28	     267	
495	      28	     261	
496	      28	     276	
497	      28	     254	
498	      28	     262	
499	      28	     263	
500	      28	     243	
501	      28	     260	
502	      28	     260	
503	      28	     255	
504	      28	     246	
505	      28	     284	
506	      28	     241	
507	      28	     241	
508	      28	     271	
509	      28	     256	
510	      28	     256	
511	      28	     255	
512	      28	     262	
513	      28	     273	
514	      28	     244	
515	      28	     251	
516	      28	     262	
517	      28	     256	
518	      28	     262	
519	      28	     271	
520	      28	     246	
521	      28	     272	
522	      28	     247	
523	      28	     255	
524	      28	     244	
525	      28	     244	
526	      28	     245	
527	      28	     261	
528	      28	     242	
529	      28	     263	
530	      28	     270	
531	      28	     256	
532	      28	     241	
533	      28	     280	
534	      28	     256	
535	      28	     254	
536	      28	     266	
537	      32	     241	
538	      32	     258	
539	      32	     243	
540	      32	     240	
541	      32	     255	
542	      32	     239	
543	      32	     253	
544	      32	     251	
545	      32	     261	
546	      32	     257	
547	      32	     270	
548	      32	     251	
549	      32	     270	
550	      32	     245	
551	      32	     254	
552	      32	     251	
553	      32	     258	
554	      32	     252	
555	      32	     248	
556	      32	     258	
557	      32	     261	
558	      32	     269	
559	      32	     256	
560	      32	     265	
561	      32	     246	
562	      32	     259	
563	      32	     252	
564	      32	     265	
565	      32	     252	
566	      32	     262	
567	      32	     243	
568	      32	     258	
569	      32	     249	
570	      32	     255	
571	      32	     258	
572	      32	     273	
573	      32	     278	
574	      32	     267	
575	      32	     260	
576	      32	     271	
577	      32	     251	
578	      32	     255	
579	      32	     283	
580	      32	     275	
581	      32	     248	
582	      32	     237	
583	      32	     266	
584	      32	     226	
585	      32	     255	
586	      32	     254	
587	      32	     262	
588	      32	     254	
589	      32	     264	
590	      32	     247	
591	      32	     240	
592	      32	     254	
593	      32	     248	
594	      32	     246	
595	      32	     275	
596	      32	     276	
597	      32	     247	
598	      32	     262	
599	      32	     263	
600	      32	     247	
601	      32	     263	
602	      32	     282	
603	      32	     256	
604	      32	     257	
605	      32	     242	
606	      32	     241	
607	      32	     237	
608	      32	     245	
609	      32	     272	
610	      32	     280	
611	      32	     264	
612	      32	     249	
613	      32	     262	
614	      32	     269	
615	      32	     268	
616	      32	     254	
617	      32	     256	
618	      32	     246	
619	      32	     244	
620	      32	     253	
621	      32	     260	
622	      32	     242	
623	      32	     268	
624	      32	     256	
625	      32	     268	
626	      32	     250	
627	      32	     243	
628	      32	     252	
629	      32	     259	
630	      32	     242	
631	      32	     243	
632	      32	     258	
633	      32	     248	
634	      32	     269	
635	      32	     261	
636	      36	     254	
637	      36	     278	
638	      36	     242	
639	      36	     233	
640	      36	     242	
641	      36	     258	
642	      36	     251	
643	      36	     208	
644	      36	     259	
645	      36	     264	
646	      36	     246	
647	      36	     255	
648	      36	     235	
649	      36	     261	
650	      36	     273	
651	      36	     258	
652	      36	     244	
653	      36	     261	
654	      36	     257	
655	      36	     234	
656	      36	     256	
657	      36	     257	
658	      36	     256	
659	      36	     257	
660	      36	     249	
661	      36	     257	
662	      36	     261	
663	      36	     275	
664	      36	     259	
665	      36	     262	
666	      36	     240	
667	      36	     257	
668	      36	     269	
669	      36	     254	
670	      36	     273	
671	      36	     279	
672	      36	     282	
673	      36	     254	
674	      36	     280	
675	      36	     248	
676	      36	     239	
677	      36	     257	
678	      36	     251	
679	      36	     250	
680	      36	     269	
681	      36	     256	
682	      36	     273	
683	      36	     251	
684	      36	     249	
685	      36	     266	
686	      36	     257	
687	      36	     250	
688	      36	     261	
689	      36	     259	
690	      36	     273	
691	      36	     264	
692	      36	     238	
693	      36	     238	
694	      36	     252	
695	      36	     237	
696	      36	     252	
697	      36	     237	
698	      36	     266	
699	      36	     246	
700	      36	     234	
701	      36	     269	
702	      36	     268	
703	      36	     249	
704	      36	     251	
705	      36	     236	
706	      36	     243	
707	      36	     243	
708	      36	     278	
709	      36	     260	
710	      36	     260	
711	      36	     258	
712	      36	     282	
713	      36	     258	
714	      36	     267	
715	      36	     253	
716	      36	     277	
717	      36	     283	
718	      36	     267	
719	      36	     249	
720	      36	     245	
721	      36	     271	
